s11	s12	s21	s22	s31	s32	s41	s42	s51	s52	labels
-0.058686246	0.015611992	-0.191964605	0.300526844	-1.522672015	0.943845444	-1.606356963	0.551072009	-1.607051114	0.888944024	1
0.003686422	-0.013252736	0.130177467	-0.249984981	1.306861333	-0.786997349	1.373532371	-0.157414016	1.373571376	0.281580511	2
-0.137207384	0.17672223	-0.459082605	0.837675362	-3.588174213	2.221216848	-3.767749522	0.934052839	-3.76792868	0.801204877	1
0.090501317	-0.019232587	0.216567983	-0.254939812	1.33418507	-0.752006608	1.374609693	-0.139486529	1.374658463	0.289871107	2
-0.037699556	0.031227792	-0.076927847	0.115344174	-0.457309129	0.277470102	-0.47518958	0.125241396	-0.475220329	0.120857522	1
0.140023848	-0.043002417	0.265279954	-0.276250919	1.343211408	-0.733841262	1.368232423	-0.129049877	1.368243055	0.296170493	2
0.079427562	0.011721921	0.211109775	-0.232265689	1.380156503	-0.772984671	1.425214557	-0.128446851	1.425279901	0.341716137	1
0.035089041	0.037443722	0.161110672	-0.199054503	1.311646401	-0.754511022	1.368217871	-0.141099431	1.368264966	0.296217113	2
-0.04511074	0.079576408	-0.238884778	0.496181068	-2.211309319	1.413131143	-2.345969174	0.765302634	-2.346302924	1.077568534	1
0.15047761	-0.017492901	0.275663883	-0.251285601	1.346405573	-0.721755946	1.368261118	-0.124801467	1.368311983	0.296263917	2
-0.035663349	0.091819395	-0.148329574	0.346625617	-1.335852043	0.879158554	-1.421237913	0.54009044	-1.421190648	0.857891961	1
0.027586722	-0.023350427	0.153659178	-0.258367768	1.309392426	-0.775942657	1.368234208	-0.147967999	1.368259396	0.296190159	2
0.010490399	0.235890729	-0.250180938	0.793558103	-2.937362636	1.949663745	-3.133745949	0.866828603	-3.132824102	0.737056604	1
0.059979772	-0.070604128	0.185930321	-0.304333386	1.320477911	-0.777192771	1.369660329	-0.146853902	1.3696869	0.295329356	2
-0.035324638	0.092014016	-0.11153133	0.249034556	-0.837699031	0.529631899	-0.875838774	0.153158562	-0.875682024	-0.095699707	1
0.080058641	-0.063894222	0.206826794	-0.302823604	1.346658737	-0.78373652	1.392576061	-0.169005051	1.392611905	0.23121499	2
-0.01615265	0.00351445	0.0949832	-0.208800536	1.178879389	-0.725068299	1.250468686	-0.207691397	1.250380251	0.032917524	1
0.015394663	-0.10827779	0.141564214	-0.341296853	1.305848474	-0.806722857	1.368363372	-0.158101821	1.368386037	0.295545261	2
-0.016063943	0.04384535	-0.098141873	0.220524487	-0.93440468	0.600588416	-0.991434769	0.29328585	-0.991393769	0.330571599	1
0.093179828	0.049035386	0.109814538	0.034706435	0.145140033	0.010274051	0.113232311	0.126746494	0.113454804	0.359554949	2
0.012421354	0.225544367	-0.237800792	0.771093429	-2.862015222	1.916663014	-3.061479102	0.96787567	-3.060717772	1.131577228	1
0.172863663	-0.081953201	0.297717542	-0.313486126	1.351290703	-0.730360278	1.366262706	-0.125975911	1.366292999	0.296720401	2
0.115890824	0.054299784	0.263169525	-0.213447359	1.539147656	-0.82439123	1.578447797	-0.097822283	1.578505988	0.47051556	1
0.109587385	-0.024358694	0.234769993	-0.25779995	1.33079138	-0.73917421	1.364686849	-0.132085005	1.364761434	0.296810565	2
0.020927304	0.023513153	0.103884987	-0.118431312	0.828125321	-0.458691061	0.85834251	-0.019568541	0.858525845	0.35667703	1
0.116830936	-0.136902432	0.242259296	-0.368009745	1.336248038	-0.771898281	1.368192504	-0.141765863	1.368265835	0.296197982	2
0.003061539	0.006907546	0.142181413	-0.254530734	1.460524514	-0.875480118	1.537980794	-0.195282209	1.537968742	0.229475283	1
0.010473841	-0.049783998	0.139956161	-0.311243478	1.400368069	-0.879271612	1.479792881	-0.311324449	1.479950816	-0.102088448	2
-0.021706341	0.009714442	0.071975997	-0.161736427	0.965554217	-0.586315046	1.023003731	-0.125451395	1.023011932	0.151159629	1
0.028895268	-0.048790594	0.154930313	-0.283088207	1.309475884	-0.782823404	1.367880581	-0.149969384	1.367944391	0.296154245	2
-0.027055551	0.024680308	0.035863054	-0.090046044	0.648967393	-0.396294765	0.692359923	-0.101214371	0.692353434	0.033520283	1
0.048191109	-0.039220656	0.174116569	-0.273603516	1.315570508	-0.771892868	1.368242194	-0.145602846	1.368274787	0.296204693	2
0.032494514	-0.030308883	0.162613279	-0.272395401	1.355116099	-0.80206327	1.414867012	-0.151432845	1.414905061	0.308198277	1
0.018869368	0.026154052	0.145006417	-0.210233803	1.306766112	-0.764819571	1.36821711	-0.145109521	1.368235261	0.296189848	2
0.123310492	0.025330229	0.217553233	-0.145998584	0.996333452	-0.504690083	1.004496265	-0.008809538	1.004288362	0.475720448	1
0.102700296	-0.032475168	0.228133777	-0.266207316	1.33090905	-0.745924862	1.367037801	-0.134616634	1.367087326	0.296565398	2
0.025497765	0.007980952	0.168190727	-0.265333996	1.523107289	-0.906324925	1.599339606	-0.229428734	1.599312249	0.154144205	1
0.084097536	-0.106524379	0.218577432	-0.386434264	1.514678225	-0.934971534	1.582128678	-0.380897783	1.582310728	-0.271457614	2
-0.177699706	0.064596893	-0.435034732	0.486685116	-2.517933531	1.334940111	-2.557402348	-0.193024729	-2.558649922	-1.895753738	1
0.097995509	-0.072490221	0.144692476	-0.187073809	0.61816706	-0.377782882	0.636283905	-0.295003081	0.635937711	-0.580099549	2
-0.193254593	0.101635491	-0.516569403	0.688316634	-3.34846839	1.897953556	-3.450120177	0.218130685	-3.450864411	-1.16447878	1
0.07050698	-0.050866645	0.143307196	-0.191244849	0.797335784	-0.459850284	0.819843876	-0.135120587	0.819741163	0.008924607	2
-0.102776755	-0.116727893	-0.201936975	-0.048606657	-0.655362333	0.112171138	-0.586940078	-0.917157294	-0.588266405	-2.990963601	1
-0.071677676	-0.086691463	0.072867047	-0.366178058	1.493970573	-0.981801221	1.598596078	-0.259074657	1.598975318	0.182244051	2
-0.033047738	0.034817831	-0.017133121	0.005172811	0.164965233	-0.110515128	0.186328921	-0.069052768	0.186289258	-0.147014384	1
-0.012145783	-0.06699931	0.113367856	-0.302523652	1.29731421	-0.810069989	1.369613605	-0.180329969	1.369671839	0.23449455	2
-0.002255052	-0.127619327	-0.040526696	-0.137179428	-0.111499885	-0.100465723	-0.068017603	-0.656542168	-0.069047766	-1.963000222	1
0.193301485	-0.099027037	0.316929852	-0.337081165	1.374623194	-0.750712678	1.389130221	-0.193248071	1.389194112	0.105268334	2
0.00390447	-0.137026087	-0.065319335	-0.11394433	-0.344881768	0.001797718	-0.300962432	-0.830189776	-0.302225561	-2.6109599	1
0.148356239	-0.050854746	0.280182312	-0.297956878	1.419218658	-0.778309853	1.44592063	-0.134211397	1.446065236	0.330884475	2
-0.030226605	-0.167491368	0.131739378	-0.474031601	1.679155841	-1.08214114	1.776784394	-0.184629279	1.777161188	0.540024646	1
0.001479969	-0.15985074	0.158990946	-0.456805364	1.637229349	-1.033772401	1.721917551	-0.17060298	1.722259335	0.525206359	1
0.026260191	-0.089966723	0.152357895	-0.323335158	1.309157318	-0.796600297	1.368407345	-0.154332253	1.368438538	0.295952477	2
-0.170793551	0.079617952	-0.453584143	0.56396677	-2.823707803	1.546414702	-2.888053828	-0.094272795	-2.888860826	-1.83827474	1
0.040202379	-0.007445489	0.166198954	-0.242840248	1.313583525	-0.766140102	1.368686182	-0.144730337	1.368734058	0.295020042	2
-0.031249919	0.191708852	-0.325864893	0.833891199	-3.3832574	2.21519944	-3.604768187	1.166628221	-3.604343011	1.508192102	1
0.012888017	-0.042474805	0.155326635	-0.328004854	1.530737988	-0.952598029	1.615281074	-0.311539333	1.6155468	-0.022974469	2
-0.045079249	0.09128796	-0.239483901	0.503730434	-2.199925574	1.401371948	-2.330685053	0.712547197	-2.331003942	0.914039593	1
0.07198113	-0.020507824	0.194655273	-0.258123082	1.318619448	-0.766719129	1.368594571	-0.203859717	1.36856721	0.107759916	2
0.093905802	-0.012207963	0.063250974	0.082299712	-0.411282644	0.357967384	-0.484787576	0.384259685	-0.484834175	0.865395245	1
0.086639802	-0.145987926	0.215426215	-0.397890643	1.403782976	-0.855234849	1.456283004	-0.262343334	1.456383529	0.011947668	2
-0.096565307	0.207118717	-0.42077271	0.881938935	-3.633145961	2.296186361	-3.833454906	1.007896015	-3.833339987	0.937875338	1
0.062884578	-0.046774747	0.190132452	-0.286386245	1.343446741	-0.786256856	1.394345686	-0.167235797	1.394401898	0.241404431	2
0.030126418	-0.047209617	0.154228117	-0.28115316	1.300689696	-0.778738038	1.359207657	-0.135290343	1.35907505	0.363031692	1
0.068920704	-0.087633752	0.193076526	-0.320313275	1.314164112	-0.777099682	1.361709439	-0.165333146	1.361696652	0.236862081	2
-0.025457492	-0.165929398	0.13961498	-0.478971402	1.712468765	-1.099370172	1.81031107	-0.187328902	1.810742946	0.54988629	1
0.115931611	-0.075389108	0.238757224	-0.308323616	1.325499729	-0.75530935	1.360029334	-0.175160164	1.360013723	0.176260644	2
-0.007457019	-0.186220316	0.152716625	-0.487096337	1.659054935	-1.059612396	1.74738203	-0.174353884	1.747771993	0.53940682	1
-0.033323472	-0.056144258	0.104132281	-0.322983384	1.435616479	-0.914654595	1.525344405	-0.249603749	1.525676137	0.135127817	2
-0.000585886	-0.167202566	0.07983623	-0.427984297	1.189716601	-0.935292264	1.312777028	-1.005000169	1.312535096	-2.203403997	1
-0.197218335	0.037010705	-0.281403298	0.138791504	-0.751842899	0.261375482	-0.696698381	-0.345474931	-0.697854229	-1.285981536	2
-0.179298497	0.151718447	-0.465252521	0.665943005	-2.945533666	1.674649253	-3.028087734	0.11942862	-3.028600501	-1.296300515	1
0.072059391	-0.058989531	0.199170605	-0.296961437	1.341954615	-0.781778777	1.389238299	-0.157378506	1.389305771	0.266373708	2
-0.053219403	0.207186362	-0.347820915	0.836476758	-3.346780143	2.164708781	-3.551588675	1.04601609	-3.551215224	1.170542027	1
0.027986365	-0.050775307	0.107605722	-0.263412035	1.040328462	-0.720128884	1.120979424	-0.612418323	1.120613501	-1.205606008	2
0.081241192	-0.107066232	0.140734047	-0.213960851	0.638240473	-0.363638153	0.644737388	-0.059911709	0.644717471	0.152135999	1
0.072434785	-0.054675629	0.200472787	-0.297652489	1.360904954	-0.796146296	1.410551788	-0.17979764	1.410675101	0.212653156	2
-0.020424193	-0.109701044	-0.037836584	-0.19098527	0.196862209	-0.339161948	0.279158103	-0.931981345	0.278055789	-2.576952829	1
0.010112855	-0.054775266	0.136478896	-0.289746676	1.306536137	-0.794625573	1.3709031	-0.156006705	1.370944243	0.291899168	2
-0.019073018	0.013729367	0.062271965	-0.146649375	0.872436338	-0.544842786	0.930163025	-0.193864969	0.930043906	-0.093548312	1
0.03838529	-0.050606287	0.135606161	-0.228979184	1.009529326	-0.594844656	1.048477262	-0.102792101	1.048496463	0.253070423	2
-0.032448344	0.262750753	-0.38531709	1.024115653	-4.023429924	2.635216704	-4.283268064	1.292462411	-4.282398132	1.45510229	1
0.083012451	-0.017277451	0.209171168	-0.254473146	1.336239638	-0.75910408	1.379794192	-0.150582847	1.379826136	0.263709771	2
0.008051481	0.266518598	-0.338502503	1.023305685	-3.968873321	2.638573388	-4.24276422	1.339594762	-4.241697766	1.584498428	1
0.073580735	0.050826334	0.141473729	-0.095857041	0.789553437	-0.441615169	0.817647677	-0.213124761	0.817363795	-0.243110937	2
-0.01900854	-0.172481697	0.045149072	-0.403777997	1.024220286	-0.85123821	1.146185002	-1.011554898	1.145752824	-2.313821266	1
0.136898291	-0.0829013	0.261475874	-0.314022876	1.335641309	-0.743421085	1.361347718	-0.133815037	1.361346781	0.290629195	2
0.00482168	-0.134045795	0.162341395	-0.438063247	1.660388701	-1.048753857	1.749022687	-0.236964936	1.74949233	0.324917217	1
-0.027563578	-0.027065597	0.097019945	-0.260226958	1.277069045	-0.79291297	1.352347499	-0.165818363	1.352396496	0.26547109	2
0.012268868	-0.214398301	0.171303586	-0.510841405	1.649715591	-1.048817224	1.730769098	-0.171052262	1.731167841	0.528429729	1
0.054548851	-0.007762737	0.180532816	-0.24309789	1.318617969	-0.760458296	1.369394775	-0.141844211	1.369435827	0.296134951	2
-0.060639719	-0.053566173	-0.118179557	-0.056589013	-0.240823461	-0.078874662	-0.169576077	-0.876413968	-0.17079244	-2.672841442	1
-0.032109827	-0.211506777	0.132106382	-0.561864779	1.815419425	-1.241156496	1.941186527	-0.540715191	1.942166933	-0.420397349	2
-0.093344468	0.004501817	-0.175542696	0.119712556	-0.749764837	0.338319946	-0.737034642	-0.199594204	-0.737996615	-0.920516127	1
0.08640086	-0.049325794	0.212341316	-0.28356442	1.330096132	-0.760432671	1.371397317	-0.139848785	1.371411539	0.296817586	2
-0.016069593	0.277926289	-0.384746514	1.070137287	-4.185064639	2.748197871	-4.458895295	1.311511721	-4.457893786	1.387743756	1
0.067072994	-0.040810777	0.142520532	-0.177283952	0.789299965	-0.43829241	0.806128457	-0.030095367	0.805957679	0.344100968	2
-0.032441874	-0.236526347	0.130381365	-0.607991035	1.876568273	-1.32171674	2.018478033	-0.729510259	2.019421396	-0.926325744	1
-0.203458048	0.026916719	-0.362056901	0.23650458	-1.416128011	0.606509366	-1.375641134	-0.499191438	-1.377318506	-2.095052547	2
-0.019845162	-0.265405039	0.146833914	-0.633410807	1.891865803	-1.317261513	2.025592723	-0.660117145	2.026541412	-0.720995553	1
0.105188019	-0.117954752	0.246484384	-0.405623066	1.57017247	-0.951211648	1.630126787	-0.33928688	1.6305804	-0.120968386	2
0.027544449	0.27375726	-0.304754527	1.001719714	-3.807078325	2.551744313	-4.077257594	1.297693909	-4.076106921	1.525757439	1
0.025529125	-0.035525614	0.122245356	-0.209069927	0.985633178	-0.577784913	1.025184325	-0.074962856	1.02528643	0.32127553	2
0.007299919	0.271024865	-0.342882593	1.026114021	-3.975131931	2.629318952	-4.243462013	1.254924227	-4.242369616	1.310945289	1
-0.030423071	-0.170789824	0.112172046	-0.450666397	1.507498077	-0.999259828	1.602863842	-0.30581669	1.603287117	0.047297791	2
-0.198951004	0.099461042	-0.491545372	0.592417442	-2.905591983	1.570775083	-2.960190007	-0.154771748	-2.961153106	-2.042200475	1
-0.048346545	-0.248468597	0.120722213	-0.627172387	1.91998577	-1.354493445	2.066509271	-0.702510769	2.067583939	-0.804054235	2
0.058372272	-0.001601929	0.248529348	-0.333634539	1.926205916	-1.088188757	1.998308711	-0.074158551	1.998620323	0.786397671	1
-0.048516307	-0.25856286	0.123873206	-0.636401351	1.93229406	-1.354656599	2.075703068	-0.651278828	2.076840771	-0.643358859	2
-0.173796786	0.210453859	-0.573690136	0.972380586	-4.24836024	2.533432087	-4.422056712	0.57926867	-4.42232199	-0.678372215	1
-0.046215258	-0.252950668	0.123995875	-0.631793096	1.926206409	-1.355342552	2.071254018	-0.687332731	2.072359801	-0.755324225	2
0.060026068	-0.157190221	0.227805719	-0.474680487	1.775910706	-1.086953778	1.85236324	-0.25165089	1.852940377	0.27464092	1
-0.0136866	-0.201485828	0.125804592	-0.546756289	1.700239395	-1.219931103	1.837267831	-0.844459767	1.837842957	-1.397663137	2
0.072020543	0.052394297	0.220631902	-0.217613962	1.542646922	-0.854987422	1.597118431	-0.125363562	1.597012929	0.418597451	1
-0.046511406	-0.259934206	0.124807677	-0.640872245	1.938009807	-1.364949122	2.083824197	-0.690131172	2.084945369	-0.754241788	2
-0.131272366	0.232206934	-0.526386185	1.015205964	-4.290556525	2.63822567	-4.498310686	0.846277125	-4.498254181	0.061548163	1
0.113118958	-0.124598823	0.238574626	-0.356063288	1.335156153	-0.769807899	1.368209672	-0.141336355	1.368266514	0.296212755	2
0.063908396	0.097004266	0.218292231	-0.181447175	1.59172401	-0.871516775	1.65016502	-0.113125399	1.650011888	0.468770692	1
0.007725606	-0.091710425	0.133923913	-0.325181554	1.303293347	-0.804870589	1.368119492	-0.157987107	1.368145614	0.295423778	2
0.058595102	0.088679688	0.206844237	-0.180165275	1.530639985	-0.843178774	1.588230109	-0.116029317	1.588091189	0.436935224	1
-0.026536667	-0.007318234	0.099933139	-0.243367182	1.293105899	-0.794237872	1.368220234	-0.156498765	1.368281356	0.296150177	2
0.058906417	-0.015519814	0.194086214	-0.263423615	1.407382832	-0.807933883	1.460216933	-0.135138782	1.460169512	0.353808864	1
-0.007266815	-0.097308553	0.140942351	-0.403928411	1.61623614	-1.049436511	1.717126607	-0.408568888	1.717530543	-0.220479507	2
-0.060743687	0.050537557	-0.176272739	0.271595824	-1.225281201	0.719451008	-1.270484225	0.124666875	-1.270498449	-0.352160019	1
0.058538324	-0.042983425	0.18438741	-0.277152082	1.318715719	-0.768625503	1.368235917	-0.144042406	1.368272827	0.29619124	2
-0.095012721	0.196231419	-0.409699217	0.84210939	-3.492166994	2.189409134	-3.677742697	0.859925886	-3.677404323	0.54493928	1
0.044510153	-0.080387557	0.17065567	-0.314270851	1.3169123	-0.78749169	1.370849746	-0.151226969	1.370867729	0.294127391	2
0.03384637	0.185376606	-0.133673252	0.570365153	-1.979559127	1.378334983	-2.136702792	0.824964781	-2.13597903	1.218839827	1
0.092229219	-0.04524628	0.224430885	-0.3069226	1.442905235	-0.845958665	1.495857317	-0.257662639	1.49603725	0.020412357	2
0.081254084	0.11734859	-0.06436588	0.458155275	-1.714586594	1.217616986	-1.868711792	0.716067429	-1.867744576	0.991662191	1
0.159072686	-0.060286869	0.284362466	-0.293499599	1.35158107	-0.732906959	1.371070136	-0.129373884	1.371126156	0.291224956	2
-0.136957171	0.200135085	-0.444987074	0.811031198	-3.358222785	2.049138297	-3.509498253	0.635593407	-3.509273626	-0.035488382	1
-0.029574926	-0.233177679	0.132394743	-0.59797312	1.853003124	-1.297330559	1.990161408	-0.690336135	1.991090578	-0.83074221	2
-0.098248244	-0.163383246	0.018659489	-0.390462582	1.212619207	-0.849067154	1.311385143	-0.169992938	1.310906075	0.387255633	1
0.023163491	0.022848843	0.149067313	-0.213524486	1.307530458	-0.764404914	1.367970607	-0.148317533	1.367990574	0.285120806	2
-0.121411033	-0.101336166	-0.0559274	-0.257482922	0.755027596	-0.606890439	0.851748366	-0.318332296	0.850986188	-0.323745986	1
0.11239655	-0.075564132	0.237862982	-0.308308103	1.334991888	-0.755452521	1.368286974	-0.137084993	1.368327551	0.296157047	2
-0.066783635	-0.10478628	0.050258076	-0.341687956	1.25309313	-0.851329653	1.349557863	-0.264849901	1.349269442	0.060680891	1
-0.035942317	-0.044033652	0.090585307	-0.279237094	1.29019377	-0.809224987	1.368168482	-0.161611631	1.368226241	0.295901307	2
0.050248315	0.107306515	0.207938628	-0.176046457	1.617050889	-0.889945787	1.6805778	-0.111056111	1.680416156	0.492604722	1
0.048811817	-0.054792534	0.174730007	-0.288766121	1.315769108	-0.776306571	1.368213435	-0.146902281	1.368242763	0.296157714	2
0.057327686	-0.139956127	0.188269492	-0.379152205	1.366028159	-0.824037719	1.417631915	-0.146895827	1.417709672	0.337132428	1
0.08444162	-0.077966263	0.210103476	-0.310945977	1.326498679	-0.768049621	1.368218717	-0.142416287	1.368250866	0.296207836	2
0.102876927	-0.115405398	0.224977179	-0.339122876	1.293158347	-0.745838576	1.326652159	-0.130020509	1.326712956	0.305097752	1
0.074126589	-0.025823714	0.199965126	-0.260628014	1.32497289	-0.758029081	1.369982797	-0.141043293	1.370021424	0.293053693	2
-0.020651186	-0.132702921	0.109398757	-0.423115884	1.486274351	-1.018190821	1.595271955	-0.540613889	1.595459246	-0.660463265	1
0.125525208	-0.008172119	0.253925543	-0.251683024	1.379917087	-0.759147521	1.412950568	-0.154615782	1.413049563	0.247507459	2
-0.100506663	0.021785655	-0.110610895	-0.001004699	0.013109022	-0.127062492	0.071798261	-0.37776596	0.071194122	-1.075995508	1
0.053161302	0.001155922	0.1790522	-0.234208532	1.317109188	-0.757691813	1.368235595	-0.141043988	1.368283597	0.296219842	2
-0.018247572	0.180368488	-0.271916956	0.702725253	-2.801278673	1.801888527	-2.969854159	0.718041549	-2.969558367	0.468082725	1
0.115019705	0.023462162	0.240361114	-0.211572795	1.334658369	-0.723946647	1.367096889	-0.127506276	1.367108463	0.295893184	2
0.072119842	0.195767974	-0.12176729	0.629400811	-2.235303949	1.557467858	-2.417425123	0.857566955	-2.416739066	1.135818081	1
0.163514548	-0.064859167	0.288992089	-0.298524838	1.355752317	-0.734381487	1.374188832	-0.130666934	1.374255726	0.288068915	2
0.004165869	0.263564636	-0.269423588	0.849842713	-3.098734697	2.061535944	-3.306355711	0.972639604	-3.30558796	0.999190517	1
0.036209336	-0.076214162	0.161706124	-0.309017714	1.30732405	-0.785620721	1.363433247	-0.152269786	1.363456461	0.290117296	2
-0.111672448	-0.159145462	0.00410699	-0.387653125	1.208230687	-0.85857958	1.313099308	-0.199604906	1.312630563	0.304871351	1
0.072049891	-0.109330917	0.19781142	-0.341676832	1.322881434	-0.782825792	1.36834505	-0.147614909	1.368406948	0.296022652	2
-0.044383617	0.292087412	-0.407787983	1.056233548	-4.07711276	2.642885951	-4.325458365	1.146379522	-4.32461677	0.969095933	1
0.087471965	-0.039871487	0.213114594	-0.273799246	1.327415094	-0.755338014	1.368227566	-0.138424915	1.368274199	0.296213263	2
-0.028910015	0.236103444	-0.370226889	0.955721826	-3.827944241	2.479038687	-4.065683134	1.080988106	-4.064882887	0.922784039	1
-0.021849232	-0.145318459	0.104583182	-0.377769601	1.29449253	-0.833596346	1.368216839	-0.168077348	1.368251448	0.296127807	2
-0.14947319	0.155460959	-0.366532683	0.522931	-2.167555994	1.201467261	-2.210002517	-0.080036457	-2.210732687	-1.44323186	1
0.040483684	-0.022567289	0.173096078	-0.277308293	1.402038322	-0.833844323	1.464845759	-0.20063585	1.465055336	0.194269405	2
